timestamp,open,high,low,close,volume
2018-07-06 13:21:00+00:00,29999.10228722558,30011.616017722674,29989.34169740727,29999.51757335694,120
2018-07-07 01:21:00+00:00,29998.811867217042,30009.411034324152,29981.42398445095,29998.669089076167,872
2018-07-07 13:21:00+00:00,29997.97301322325,29999.868716825466,29983.817761253493,29998.93354684204,492
2018-07-08 01:21:00+00:00,29999.332945715643,30010.565709005557,29979.968505670528,29998.871988697254,232
2018-07-08 13:21:00+00:00,30000.21561421636,30004.470540785554,29998.064080420856,29999.502972057362,958
2018-07-09 01:21:00+00:00,29999.474828019705,30000.94542710154,29992.051082548038,30001.148944116063,551
2018-07-09 13:21:00+00:00,30000.427046554465,30009.520866683597,29984.903032831375,30001.984992888338,594
2018-07-10 01:21:00+00:00,30002.280523428704,30004.79334000625,29999.150970917355,30002.8094106791,623
2018-07-10 13:21:00+00:00,30002.045640436663,30018.40454008211,29994.151791472403,30003.652583787047,988
2018-07-11 01:21:00+00:00,30001.714634439293,30010.400255665216,29988.527970902174,30003.18623627756,490
2018-07-11 13:21:00+00:00,30002.892683919956,30016.054101915466,29988.218526154942,30001.384797792536,750
2018-07-12 01:21:00+00:00,30000.931071914194,30001.813721468025,29985.35134376379,30001.082458891644,736
2018-07-12 13:21:00+00:00,30001.138653630434,30016.576183470144,30000.896455219867,30000.68904502339,858
2018-07-13 01:21:00+00:00,30001.11807151163,30005.440841668584,29984.040651171083,30001.685356142327,803
2018-07-13 13:21:00+00:00,30001.6004785361,30015.809585931438,29986.223408478472,30001.45163755503,183
2018-07-14 01:21:00+00:00,29999.87310434976,29999.907376080504,29998.099146202676,29999.656697612125,615
2018-07-14 13:21:00+00:00,30000.07058025599,30002.13941835215,29996.321902167958,29999.58843766383,969
2018-07-15 01:21:00+00:00,29999.835424305908,30006.698837540294,29981.66127015688,30001.36391523413,586
2018-07-15 13:21:00+00:00,30000.338018651473,30003.490577481214,29988.350738908364,30000.287435251408,551
2018-07-16 01:21:00+00:00,30001.74018579834,30021.191956990016,29991.826714171308,30003.351163915053,373
2018-07-16 13:21:00+00:00,30001.89955597638,30008.293880336394,29999.22942394829,30001.64660589177,244
2018-07-17 01:21:00+00:00,30001.844999622244,30018.825914978726,29997.33288017182,30001.317115957714,417
2018-07-17 13:21:00+00:00,30002.84188720414,30004.553971561098,29998.890897312463,30001.133247213,405
2018-07-18 01:21:00+00:00,30001.43121486142,30019.49167452612,29993.136275195728,30001.518208128677,814
2018-07-18 13:21:00+00:00,30001.783268695348,30005.997596301346,30000.720744715407,30000.219610456934,443
2018-07-19 01:21:00+00:00,30001.928423598678,30014.48553947275,29996.306470076674,30002.13204540783,339
2018-07-19 13:21:00+00:00,30001.597002191415,30013.154728012476,29991.84006606548,30002.685840243405,591
2018-07-20 01:21:00+00:00,30002.797230351567,30016.948111799826,29999.66482155278,30000.841516655386,261
2018-07-20 13:21:00+00:00,30004.40379732293,30010.031710738032,29990.490540992174,30006.7131771135,205
2018-07-21 01:21:00+00:00,30003.24207312707,30010.195533569164,29991.922102470977,30003.135347545263,164
2018-07-21 13:21:00+00:00,30003.665148456595,30008.052951896167,29991.207176510085,30004.50672265996,343
2018-07-22 01:21:00+00:00,30003.318724452558,30022.114358285864,29996.805388842287,30000.782723987344,891
2018-07-22 13:21:00+00:00,30004.623376991207,30010.87171784801,29992.384420086102,30001.525180200108,936
2018-07-23 01:21:00+00:00,30005.713667658238,30009.19079059969,29998.092004175214,30005.522179172855,809
2018-07-23 13:21:00+00:00,30004.388605746262,30014.621399234547,29984.41926566159,30003.78119861473,963
2018-07-24 01:21:00+00:00,30004.93513297933,30007.107872066095,29988.37423464859,30003.774890413853,514
2018-07-24 13:21:00+00:00,30005.253248842164,30009.399709360205,29987.973648197312,30003.751285916736,898
2018-07-25 01:21:00+00:00,30005.636444885145,30006.574364636275,29990.007630288204,30005.652490551023,346
2018-07-25 13:21:00+00:00,30006.360117646604,30021.536579954078,29995.282504197134,30004.90486393171,512
2018-07-26 01:21:00+00:00,30007.595982013157,30013.63960106864,30006.9996833478,30010.03211357169,684
2018-07-26 13:21:00+00:00,30006.899918855383,30011.5203839241,29990.865231090575,30008.54069598018,703
2018-07-27 01:21:00+00:00,30006.283067816454,30012.10735104595,30000.060675253353,30005.413598878138,925
2018-07-27 13:21:00+00:00,30007.150009523968,30013.312922198475,29993.650801213033,30007.560212615914,662
2018-07-28 01:21:00+00:00,30007.60160369708,30012.65664670543,29998.666286800035,30006.579540161365,535
2018-07-28 13:21:00+00:00,30009.01895392464,30009.984943559943,29999.721619301854,30008.571427275372,826
2018-07-29 01:21:00+00:00,30009.098959481424,30027.91135659263,30001.549360341673,30009.658947270153,286
2018-07-29 13:21:00+00:00,30009.200029811607,30021.00329590699,29995.911038164984,30010.0352408146,902
2018-07-30 01:21:00+00:00,30010.14468412313,30027.234226693905,30006.075809501323,30009.49444020395,286
2018-07-30 13:21:00+00:00,30010.005600255092,30013.869125557034,29993.603971345692,30009.891048808273,341
2018-07-31 01:21:00+00:00,30010.633180524226,30014.020290719513,30007.757783361165,30009.9645377477,863
2018-07-31 13:21:00+00:00,30011.049232899448,30026.16931804581,29998.758972169395,30011.93821634967,828
2018-08-01 01:21:00+00:00,30010.524393169304,30011.49850915022,30005.69104855436,30010.509155451036,208
2018-08-01 13:21:00+00:00,30009.023321081404,30016.315628202483,30007.460163668267,30011.953052092587,147
2018-08-02 01:21:00+00:00,30010.261733276697,30025.013937811113,30004.085001848758,30008.386156032702,195
2018-08-02 13:21:00+00:00,30008.555268496573,30021.24501843433,29996.66561347084,30008.43764486193,744
2018-08-03 01:21:00+00:00,30009.224628374825,30021.458161068316,30005.667827044388,30007.607431362183,845
2018-08-03 13:21:00+00:00,30010.029205147326,30013.240550356306,29990.23640714917,30008.52395969244,132
2018-08-04 01:21:00+00:00,30009.208250695447,30013.192435700028,29996.87745495946,30009.078182205838,389
2018-08-04 13:21:00+00:00,30009.952631661192,30029.64799079934,29996.087114169746,30008.848662770295,847
2018-08-05 01:21:00+00:00,30010.480728708277,30018.46264617463,29999.196019215902,30009.511903409555,117
2018-08-05 13:21:00+00:00,30012.178163730936,30018.525307952,29997.160705526963,30013.68551568795,339
2018-08-06 01:21:00+00:00,30011.64276763476,30026.581646245995,30001.77542266429,30011.50866837848,187
2018-08-06 13:21:00+00:00,30011.079952625336,30030.865825169898,30001.600655946204,30010.146688911067,980
2018-08-07 01:21:00+00:00,30011.598789991356,30023.101599592464,29994.8998921866,30011.163278366905,728
2018-08-07 13:21:00+00:00,30011.631311864126,30019.47438915424,29994.942612319486,30013.14780504374,665
2018-08-08 01:21:00+00:00,30011.002548022447,30020.637312160445,30001.071177786587,30011.48818019038,428
2018-08-08 13:21:00+00:00,30009.611733570764,30019.501072766532,29995.99796023295,30008.67558877967,426
2018-08-09 01:21:00+00:00,30010.744766000968,30018.416414111816,29991.1558449502,30010.670988396752,819
2018-08-09 13:21:00+00:00,30011.269482399934,30011.979476532357,29995.48799210469,30011.80486221706,808
2018-08-10 01:21:00+00:00,30010.658670353725,30022.824262102673,30009.68630158931,30010.214133644346,911
2018-08-10 13:21:00+00:00,30009.447755511,30028.290136775995,29992.635529707462,30009.544897497053,220
2018-08-11 01:21:00+00:00,30009.960705508194,30028.211296781214,30007.094264302366,30011.023535217068,838
2018-08-11 13:21:00+00:00,30010.237088680715,30021.9944941858,29990.492996112785,30010.314713822158,901
2018-08-12 01:21:00+00:00,30010.137625131065,30017.6787761791,30004.78406338762,30009.035202574993,634
2018-08-12 13:21:00+00:00,30011.14700447066,30018.387785440387,30004.24209951351,30010.602308663958,982
2018-08-13 01:21:00+00:00,30012.125882899996,30030.146650406834,30006.39949493024,30013.419640587632,493
2018-08-13 13:21:00+00:00,30012.460186047752,30013.560753078807,29996.8173036235,30013.647332498695,362
2018-08-14 01:21:00+00:00,30012.55256699772,30020.61092719273,30008.329106857607,30012.252530731825,711
2018-08-14 13:21:00+00:00,30014.02278424259,30027.894590231914,30000.84097942404,30013.48543017092,206
2018-08-15 01:21:00+00:00,30013.752832892238,30016.638574541703,30005.397943887532,30012.935348531966,571
2018-08-15 13:21:00+00:00,30013.203825992998,30021.6326597957,30004.41185256902,30014.218642289798,547
2018-08-16 01:21:00+00:00,30013.129121556765,30024.91087869117,30008.246268641364,30011.934888201635,695
2018-08-16 13:21:00+00:00,30012.751794984397,30017.66307522434,29995.14972377754,30012.628321875076,464
2018-08-17 01:21:00+00:00,30013.59076754358,30014.211589602277,30010.226244929083,30014.347546194862,908
2018-08-17 13:21:00+00:00,30015.536466831538,30022.778828927312,30007.01720336019,30013.721551130744,391
2018-08-18 01:21:00+00:00,30014.932498845355,30023.84699275568,30010.65527292173,30015.643400041616,226
2018-08-18 13:21:00+00:00,30012.897764048637,30015.498139639345,30006.1553114884,30012.611258571716,296
2018-08-19 01:21:00+00:00,30012.80848201592,30016.412251383328,29993.439477954278,30011.545577013043,687
2018-08-19 13:21:00+00:00,30012.30046345547,30029.06224244739,30011.136240363827,30012.88857340739,145
2018-08-20 01:21:00+00:00,30011.109847398235,30014.77961330745,29994.137968077364,30009.292894527614,633
2018-08-20 13:21:00+00:00,30011.519996170005,30019.598680820756,30009.907126928156,30012.475479771005,208
2018-08-21 01:21:00+00:00,30010.914150154644,30021.912517094243,29998.988996500404,30010.58929338844,389
2018-08-21 13:21:00+00:00,30010.301673747894,30028.437732060593,30001.414838000444,30008.45535955333,113
2018-08-22 01:21:00+00:00,30009.848426981767,30021.893515587548,30004.943938336448,30009.53863107908,597
2018-08-22 13:21:00+00:00,30010.771244859847,30016.663701543217,30009.544888505465,30011.692239529646,110
2018-08-23 01:21:00+00:00,30011.676087639746,30020.28761631124,29997.394060174716,30011.20413261482,241
2018-08-23 13:21:00+00:00,30012.849123030992,30020.891177634563,29994.124063754192,30014.644969964538,324
2018-08-24 01:21:00+00:00,30014.01078599206,30014.102399213374,30013.711834320766,30013.67645275177,869
2018-08-24 13:21:00+00:00,30014.670790532615,30026.276709651993,30000.753373918793,30015.5854677944,573
2018-08-25 01:21:00+00:00,30011.6369141432,30016.283263389825,29997.970440724766,30012.813251329895,316
2018-08-25 13:21:00+00:00,30012.58231464502,30025.34283768434,30010.11154605311,30013.23253874386,541
2018-08-26 01:21:00+00:00,30012.268240172158,30013.563987241858,29994.881001702062,30011.842340139036,566
2018-08-26 13:21:00+00:00,30013.248085764524,30024.5407720591,30005.212303080058,30010.157101359604,606
