timestamp,open,high,low,close,volume
1984-04-18 01:21:00+00:00,29999.653818824914,30008.11703236952,29989.97419087217,29998.75872368603,594
1984-04-21 01:21:00+00:00,29999.453949514205,30006.59844068614,29997.039330488966,29999.805079757523,790
1984-04-24 01:21:00+00:00,30000.357297937684,30018.068314494583,29998.14014087617,29999.981520217578,840
1984-04-27 01:21:00+00:00,29999.606418969313,29999.88957704588,29989.6887006394,29998.636540564505,474
1984-04-30 01:21:00+00:00,29998.594379302056,30009.529474487426,29990.193478365745,29999.60954129446,369
1984-05-03 01:21:00+00:00,29998.26377326599,30003.28190126642,29996.35166522513,30000.657696662274,423
1984-05-06 01:21:00+00:00,29998.631727469998,30009.955297745506,29986.734870068693,29999.1650203022,728
1984-05-09 01:21:00+00:00,29998.983380698483,30012.60676168822,29986.918516143804,30000.02463732158,387
1984-05-12 01:21:00+00:00,29998.700937218382,30018.217738919484,29994.969927359583,29999.061364531703,520
1984-05-15 01:21:00+00:00,29998.873483347863,30005.87591359154,29995.327301230867,29996.87391592141,487
1984-05-18 01:21:00+00:00,29997.456937689723,30001.875178651997,29985.862709926463,29998.376523318027,198
1984-05-21 01:21:00+00:00,29997.086060933525,30006.846651766115,29982.16422630688,29998.30925969153,313
1984-05-24 01:21:00+00:00,29997.541539878148,30004.80642609763,29993.266155698413,29997.46432076795,255
1984-05-27 01:21:00+00:00,29996.98377363656,30005.259889798403,29992.90870252217,29997.793001706457,636
1984-05-30 01:21:00+00:00,29998.232961687292,30006.644333356737,29981.724128984504,29998.20619050679,927
1984-06-02 01:21:00+00:00,30000.429438818814,30007.879399199857,30000.13728356341,30002.179272497237,448
1984-06-05 01:21:00+00:00,29999.721708266443,30010.640643515908,29990.64119339356,29998.82087257807,256
1984-06-08 01:21:00+00:00,29999.264628455843,30000.13976674848,29990.177860419462,30000.183766682414,642
1984-06-11 01:21:00+00:00,29999.186377951428,30003.62245109324,29990.669814148983,29998.625203774118,107
1984-06-14 01:21:00+00:00,29999.960202689137,30016.130558845533,29980.857669100227,30001.67816601399,992
1984-06-17 01:21:00+00:00,30000.714601675085,30018.7987031795,29984.17086801392,29999.04886854784,910
1984-06-20 01:21:00+00:00,29998.912230294958,30000.767563931728,29992.499324158354,29998.19783733808,784
1984-06-23 01:21:00+00:00,29999.580500590186,30006.516926948334,29981.87666446207,30001.713096933036,925
1984-06-26 01:21:00+00:00,30000.94869117404,30006.375867662053,29997.4014128123,30002.258610945235,250
1984-06-29 01:21:00+00:00,30001.92517181485,30003.138517413252,29988.94793562442,30002.435272165774,281
1984-07-02 01:21:00+00:00,30001.528100942778,30017.546164992524,29982.520484210574,30000.87403957808,852
1984-07-05 01:21:00+00:00,30001.860705569212,30017.681368978265,30000.415272477654,30001.215797455785,421
1984-07-08 01:21:00+00:00,30001.761455940614,30004.967800821105,29997.974785738672,30001.599974028624,846
1984-07-11 01:21:00+00:00,30000.51215231946,30006.691932021353,29988.964570537508,29999.89054143285,489
1984-07-14 01:21:00+00:00,30001.88426972089,30004.270981372858,29985.306165370042,30003.461773134786,229
1984-07-17 01:21:00+00:00,30004.188178336557,30006.45923371905,29994.600005946715,30005.375986972544,756
1984-07-20 01:21:00+00:00,30005.305501874533,30012.23352600879,30002.02678009906,30004.975220421173,214
1984-07-23 01:21:00+00:00,30006.20084886472,30024.158681981888,29992.228793433245,30005.875929313042,277
1984-07-26 01:21:00+00:00,30005.292057179184,30007.94435793915,29985.60077098286,30005.62158349712,516
1984-07-29 01:21:00+00:00,30005.392907087713,30007.76993438603,30000.878047586186,30003.720373451255,996
1984-08-01 01:21:00+00:00,30005.25480301615,30014.43850243066,29992.592937132224,30003.9597750991,417
1984-08-04 01:21:00+00:00,30005.147958799203,30012.25748297244,29994.884850686587,30005.812993752883,263
1984-08-07 01:21:00+00:00,30006.9837446052,30008.495319732854,30002.872841553482,30005.30719274192,323
1984-08-10 01:21:00+00:00,30006.450842579627,30019.644025466743,30002.242874345477,30006.64471582199,896
1984-08-13 01:21:00+00:00,30009.035014739955,30020.948590653934,29996.789583176014,30008.992020826565,691
1984-08-16 01:21:00+00:00,30008.95058340899,30018.250546444226,29994.454678456637,30009.650850450085,551
1984-08-19 01:21:00+00:00,30009.54640666286,30019.226065878822,30003.925917058867,30008.881722475824,263
1984-08-22 01:21:00+00:00,30009.035981036483,30015.084239574826,29991.578612189758,30006.706378581377,538
1984-08-25 01:21:00+00:00,30011.136255994617,30026.5107339561,30003.142164851684,30009.620891826187,995
1984-08-28 01:21:00+00:00,30009.735321057753,30019.37234400931,30009.21294156519,30011.27254812372,485
1984-08-31 01:21:00+00:00,30010.43495836388,30014.64297573563,29991.54591537405,30010.538642677577,363
